,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Kropotkin,45.4375,40.5756,25.39,98,100,8.37,RU,1612747410
295,Bengkulu,-3.8004,102.2655,78.64,74,95,4.56,ID,1612747377
296,Virtsu,58.5716,23.5115,14.0,71,29,1.01,EE,1612747906
297,Utete,-7.986,38.758,74.12,96,100,2.13,TZ,1612747906
298,Wahlern,46.8281,7.3532,36.0,93,75,1.14,CH,1612747907
299,Sørland,67.667,12.6934,34.21,85,93,8.08,NO,1612747412
300,Novo Aripuanã,-5.1206,-60.3797,75.38,95,100,1.86,BR,1612747907
301,Yangi Marg`ilon,40.4272,71.7189,39.2,81,79,2.3,UZ,1612747404
302,Gurupi,-11.7292,-49.0686,68.88,98,100,3.33,BR,1612747907
303,Marawi,7.9986,124.2928,77.0,92,100,4.0,PH,1612747405
304,Pucallpa,-8.3791,-74.5539,84.2,70,40,3.44,PE,1612747907
305,Kamenka,51.3223,42.7678,-7.46,91,60,8.84,RU,1612747076
306,Matara,5.9485,80.5353,74.26,90,18,4.36,LK,1612747383
307,Fairbanks,64.8378,-147.7164,-11.0,76,1,2.51,US,1612747351
308,Hobyo,5.3505,48.5268,76.82,82,16,16.69,SO,1612747391
309,Yarkovo,57.4028,67.0786,-7.02,88,0,8.84,RU,1612747908
310,Mahébourg,-20.4081,57.7,78.8,83,40,5.75,MU,1612747357
311,Upernavik,72.7868,-56.1549,18.14,79,43,4.59,GL,1612747357
312,Praia,14.9215,-23.5087,68.0,68,75,19.57,CV,1612747908
313,Lima,-12.0432,-77.0282,77.0,78,0,11.5,PE,1612747611
314,Arlit,18.7369,7.3853,66.15,20,100,3.98,NE,1612747908
315,Zhangjiakou,40.81,114.8794,19.78,76,0,3.96,CN,1612747702
316,Buckeye,33.3703,-112.5838,68.0,21,38,4.61,US,1612747800
317,Takoradze,4.8845,-1.7554,79.77,86,69,9.53,GH,1612747400
318,Portland,45.5234,-122.6762,46.4,61,90,8.05,US,1612747347
319,Ryōtsu-minato,38.0833,138.4333,30.2,80,75,20.71,JP,1612747407
320,Port Hardy,50.6996,-127.4199,39.2,81,75,8.05,CA,1612747131
321,Harlingen,26.1906,-97.6961,68.0,72,1,9.22,US,1612747840
322,La Santisima Trinidad,-14.8333,-64.9,76.44,85,72,2.46,BO,1612747909
323,Tifton,31.4505,-83.5085,44.01,93,1,5.23,US,1612747909
324,San Quintín,30.4833,-115.95,61.54,66,0,8.75,MX,1612747315
325,Honningsvåg,70.9821,25.9704,26.22,91,100,24.18,NO,1612747909
326,Coahuayana Viejo,18.7333,-103.6833,69.8,83,1,3.2,MX,1612747358
327,Margate,51.3813,1.3862,32.0,76,100,8.01,GB,1612747364
328,Aykhal,66.0,111.5,-29.04,82,66,4.43,RU,1612747364
329,Winslow,35.0242,-110.6974,59.0,10,1,4.61,US,1612747909
330,Udachny,66.4167,112.4,-28.59,83,87,5.35,RU,1612747364
331,Cairns,-16.9167,145.7667,91.99,79,86,6.91,AU,1612747910
332,Neyshabur,36.2133,58.7958,47.91,53,100,7.78,IR,1612747910
333,Beyneu,45.3167,55.2,22.82,84,100,13.6,KZ,1612747910
334,Garoowe,8.4054,48.4845,65.52,91,27,7.02,SO,1612747910
335,Shushenskoye,53.325,91.9356,8.6,85,100,5.37,RU,1612747910
336,Okhotsk,59.3833,143.3,17.51,89,100,21.5,RU,1612747910
337,Rzhev,56.2624,34.3282,-0.18,93,47,6.02,RU,1612747910
338,Belyy Yar,53.6039,91.3903,8.6,85,100,2.93,RU,1612747910
339,Asău,46.4333,26.4,30.0,73,78,0.38,RO,1612747377
340,Yerbogachën,61.2767,108.0108,23.25,98,100,5.14,RU,1612747384
341,Bathsheba,13.2167,-59.5167,77.0,69,20,17.27,BB,1612747791
342,Vallenar,-28.5708,-70.7581,62.42,65,0,2.46,CL,1612747385
343,Karaton,-6.3424,106.1045,84.0,83,90,8.05,ID,1612747911
344,Tabas,33.5959,56.9244,52.32,55,18,2.1,IR,1612747408
345,Manggar,-2.8833,108.2667,83.01,73,100,12.8,ID,1612747911
346,Eureka,40.8021,-124.1637,52.0,77,100,4.0,US,1612747358
347,Potiskum,11.7091,11.0694,65.26,25,84,8.08,NG,1612747911
348,Saldanha,-33.0117,17.9442,62.6,72,0,9.22,ZA,1612747394
349,Roald,62.5833,6.1333,23.0,54,0,13.8,NO,1612747911
350,Auki,-8.7676,160.7034,85.08,72,1,7.87,SB,1612747911
351,Carauari,-4.8828,-66.8958,75.97,94,100,0.34,BR,1612747911
352,Mayo,38.8876,-76.5119,35.6,48,1,13.8,US,1612747391
353,Klæbu,63.2976,10.4826,19.0,85,75,10.36,NO,1612747912
354,Maicao,11.3832,-72.2432,77.13,73,71,8.48,CO,1612747912
355,Bordighera,43.7806,7.6645,48.2,53,0,11.5,IT,1612747912
356,Beringovskiy,63.05,179.3167,5.43,94,100,16.08,RU,1612747375
357,Tefé,-3.3542,-64.7114,76.53,91,100,2.26,BR,1612747912
358,Sistranda,63.7256,8.834,23.0,93,75,8.05,NO,1612747912
359,Saint Anthony,45.0205,-93.218,-2.2,46,90,8.05,US,1612747361
360,Slobozia,46.7281,29.7078,24.8,93,90,13.8,MD,1612747912
361,Cherskiy,68.75,161.3,5.65,74,0,5.61,RU,1612747349
362,Kamaishi,39.2667,141.8833,26.6,80,75,9.22,JP,1612747912
363,Srandakan,-7.9386,110.2506,83.91,71,94,4.09,ID,1612747912
364,Penzance,50.1186,-5.5371,36.0,69,90,25.32,GB,1612747913
365,Vanimo,-2.6741,141.3028,85.78,64,100,2.33,PG,1612747410
366,Merced,37.1666,-120.7516,63.0,51,1,2.89,US,1612747852
367,Bereda,43.2686,-7.5406,48.99,100,81,5.01,ES,1612747400
368,Marquette,46.5333,-87.6335,-0.99,55,10,5.01,US,1612747913
369,Byron Bay,-28.65,153.6167,80.6,61,40,19.57,AU,1612747369
370,Gizo Government Station,-8.103,156.8419,84.74,73,100,9.24,SB,1612747377
371,South Kazakhstan Region,43.0,68.0,45.68,79,100,7.52,KZ,1612747913
372,Toppenish,46.3774,-120.3087,46.4,42,40,6.91,US,1612747913
373,Pacific Grove,36.6177,-121.9166,57.0,82,1,3.44,US,1612747137
374,Pelym,61.0108,61.9978,-12.64,89,100,6.17,RU,1612747913
375,Port Dickson,2.5228,101.7959,80.6,78,20,3.98,MY,1612747914
376,Wellington,-41.2866,174.7756,69.8,68,90,21.85,NZ,1612747809
377,Yeppoon,-23.1333,150.7333,91.4,55,40,4.61,AU,1612747370
378,Khovd,48.0056,91.6419,12.16,86,100,1.34,MN,1612747381
379,Caucayá,-0.1934,-74.7819,76.96,81,52,3.91,CO,1612747914
380,Altamira,-3.2033,-52.2064,75.4,87,96,1.32,BR,1612747914
381,Virginia Beach,36.8529,-75.978,37.99,81,40,4.61,US,1612747639
382,Sasovo,54.3537,41.9199,-8.54,89,46,8.14,RU,1612747914
383,Ambon City,-3.6954,128.1814,89.6,66,40,5.75,ID,1612747406
384,Pangai,-19.8,-174.35,77.0,94,90,10.36,TO,1612747896
385,Kichera,55.9375,110.0997,13.91,91,100,2.3,RU,1612747915
386,Pombas,17.1503,-25.0201,69.8,60,75,23.02,CV,1612747915
387,Barra de Tecoanapa,16.5167,-98.75,77.29,78,0,7.29,MX,1612747915
388,Ayorou,14.7308,0.9174,73.98,19,1,9.04,NE,1612747915
389,Verkh-Usugli,52.7,115.1667,-2.74,88,83,1.14,RU,1612747915
390,Santa Isabel Rio Negro,-0.4139,-65.0192,77.31,84,98,2.84,BR,1612747915
391,Vardø,70.3705,31.1107,24.57,92,98,27.63,NO,1612747366
392,Maridi,4.9158,29.4742,63.61,29,71,3.29,SS,1612747915
393,Iqaluit,63.7506,-68.5145,30.2,74,90,14.97,CA,1612747365
394,Coari,-4.085,-63.1414,75.9,95,100,1.68,BR,1612747915
395,Vieux-Habitants,16.0589,-61.7659,73.4,78,20,3.44,GP,1612747915
396,Awjilah,29.1081,21.2869,67.44,24,100,17.63,LY,1612747916
397,Baijiantan,45.6333,85.1833,20.16,93,100,6.15,CN,1612747916
398,Constantine,36.365,6.6147,44.6,81,75,9.22,DZ,1612747854
399,Simbahan,6.3032,120.5836,81.68,80,100,5.39,PH,1612747916
400,Thompson,55.7435,-97.8558,-27.4,68,75,14.97,CA,1612747377
401,Katobu,-4.9408,122.5276,85.17,69,100,7.58,ID,1612747916
402,Castro,-24.7911,-50.0119,58.23,67,0,7.05,BR,1612747192
403,Jagüey Grande,22.5269,-81.1286,73.4,83,20,3.44,CU,1612747916
404,Cardston,49.2,-113.3019,-9.4,70,100,4.61,CA,1612747916
405,Jérémie,18.65,-74.1167,76.69,71,30,3.74,HT,1612747916
406,Río Gallegos,-51.6226,-69.2181,62.6,48,0,17.27,AR,1612747903
407,Guerrero Negro,27.9769,-114.0611,66.54,42,0,13.13,MX,1612747196
408,Mandera,3.9366,41.867,75.58,63,95,9.44,KE,1612747917
409,Severo-Kuril'sk,50.6789,156.125,25.18,91,59,18.52,RU,1612747374
410,Suoyarvi,62.0833,32.35,-4.65,91,0,3.87,RU,1612747917
411,Batagay,67.6333,134.6333,-28.88,83,56,1.99,RU,1612747918
412,Sitka,57.0531,-135.33,35.6,32,75,6.91,US,1612747113
413,Sobralinho,38.917,-9.0266,54.0,94,20,14.97,PT,1612747918
414,Bingöl,38.8847,40.4939,32.77,84,99,3.56,TR,1612747918
415,Hūn,29.1268,15.9477,68.05,24,100,16.04,LY,1612747918
416,Guane,22.2025,-84.0875,73.42,89,4,4.36,CU,1612747918
417,Dalaba,10.7,-12.25,60.03,36,0,0.92,GN,1612747918
418,Sydney,-33.8679,151.2073,73.0,73,75,18.41,AU,1612747242
419,Kalabo,-14.97,22.6814,68.86,92,100,9.73,ZM,1612747919
420,Villanueva de la Serena,38.9766,-5.7974,51.01,92,100,21.0,ES,1612747919
421,Ascoli Piceno,42.8548,13.5749,51.01,70,88,4.59,IT,1612747919
422,Roebourne,-20.7833,117.1333,83.55,55,0,7.43,AU,1612747873
423,Diffa,13.3154,12.6113,64.0,29,3,10.0,NE,1612747919
424,Monticello,45.3055,-93.7941,-4.0,59,75,5.93,US,1612747919
425,Calabozo,8.9242,-67.4293,83.5,52,96,8.01,VE,1612747920
426,Abnūb,27.2696,31.1511,51.8,82,0,4.61,EG,1612747920
427,Thongwa,16.7619,96.5278,75.2,73,75,5.75,MM,1612747920
428,Vila Franca do Campo,37.7167,-25.4333,57.2,77,40,10.36,PT,1612747366
429,Porto-Novo,6.4965,2.6036,84.2,84,40,12.66,BJ,1612747398
430,Suez,29.9737,32.5263,58.42,55,0,3.24,EG,1612747921
431,Luau,-10.7073,22.2247,65.55,97,100,3.69,AO,1612747921
432,Tilichiki,60.4667,166.1,17.53,94,100,12.8,RU,1612747414
433,Shizuishan,39.2333,106.7694,32.0,78,50,3.06,CN,1612747921
434,Ruyigi Province,-3.45,30.3167,61.0,100,100,1.63,BI,1612747921
435,Northam,51.0333,-4.2167,35.01,72,88,15.99,GB,1612747921
436,Joshīmath,30.5667,79.5667,48.15,28,0,8.59,IN,1612747390
437,Gejiu,23.306,103.1635,42.37,100,100,3.65,CN,1612747921
438,Agia Marina,37.75,23.5333,62.01,72,100,4.0,GR,1612747922
439,Labuhan,-6.8844,112.2051,79.59,84,95,9.89,ID,1612747403
440,Dzerzhinskoye,56.8344,95.2283,25.45,95,100,6.31,RU,1612747922
441,Umm Hājar,13.2954,19.6966,63.57,25,85,10.11,TD,1612747922
442,Caucaia,-3.7361,-38.6531,82.4,78,20,6.91,BR,1612747922
443,Richards Bay,-28.783,32.0377,74.46,92,100,6.15,ZA,1612747922
444,Lavrentiya,65.5833,-171.0,-8.91,85,5,9.15,RU,1612747922
445,Remontnoye,46.5614,43.6501,17.6,67,100,2.24,RU,1612747922
446,Borba,-4.3878,-59.5939,76.62,87,100,0.74,BR,1612747922
447,Huancabamba,-5.2386,-79.4506,61.16,83,99,2.08,PE,1612747923
448,Emerald,-23.5333,148.1667,91.99,62,5,4.61,AU,1612747923
449,Taksimo,56.3444,114.8794,-2.38,87,100,1.28,RU,1612747923
450,Srednekolymsk,67.45,153.6833,-5.84,82,31,4.76,RU,1612747358
451,Manhattan,40.7834,-73.9662,34.0,86,90,3.44,US,1612747630
452,Stromness,58.965,-3.296,30.2,74,20,9.22,GB,1612747923
453,Coquimbo,-29.9533,-71.3436,60.8,77,0,6.91,CL,1612747147
454,Phonhong,18.5007,102.4166,69.8,88,0,2.3,LA,1612747923
455,Rio Grande,-32.035,-52.0986,70.0,78,35,10.02,BR,1612747295
456,Waingapu,-9.6567,120.2641,84.52,71,100,8.97,ID,1612747923
457,Elk Plain,47.0532,-122.3976,42.01,87,75,6.91,US,1612747924
458,Petropavlovsk-Kamchatskiy,53.0452,158.6483,24.8,80,90,11.18,RU,1612747892
459,Rakaia,-43.75,172.0167,84.99,29,97,1.01,NZ,1612747924
460,Tabora,-5.0167,32.8,65.21,94,100,3.36,TZ,1612747924
461,Slave Lake,55.2834,-114.769,-22.0,76,40,2.3,CA,1612747811
462,Chokwé,-24.5333,32.9833,72.64,91,84,3.85,MZ,1612747924
463,Batagay-Alyta,67.8006,130.4114,-27.49,76,0,2.59,RU,1612747924
464,Bull Savanna,17.8868,-77.5902,71.44,81,0,8.95,JM,1612747924
465,Atambua,-9.1061,124.8925,79.61,80,100,4.61,ID,1612747284
466,Dingle,10.9995,122.6711,76.05,92,100,11.32,PH,1612747355
467,Lac du Bonnet,50.2536,-96.0612,-23.01,100,86,6.11,CA,1612747925
468,La Libertad,-2.2333,-80.9,77.5,81,100,6.51,EC,1612747925
469,Boyuibe,-20.4167,-63.2833,70.57,50,97,0.63,BO,1612747925
470,Pioner,55.3166,85.9508,19.4,73,40,11.18,RU,1612747925
471,Kenai,60.5544,-151.2583,17.6,92,1,9.22,US,1612747925
472,Örnsköldsvik,63.2909,18.7153,19.4,93,90,5.75,SE,1612747925
473,Gamboma,-1.8764,15.8644,73.31,86,71,3.49,CG,1612747925
474,Ciudad del Carmen,18.6333,-91.8333,75.2,83,1,4.61,MX,1612747852
475,Indramayu,-6.3264,108.32,80.73,82,36,14.54,ID,1612747356
476,Havøysund,70.9963,24.6622,23.0,86,75,17.27,NO,1612747925
477,Solok,-0.7918,100.6593,78.8,83,20,1.14,ID,1612747925
478,Wawa,9.9022,4.4192,75.33,26,40,4.18,NG,1612747926
479,Mount Isa,-20.7333,139.5,86.0,62,75,12.66,AU,1612747876
480,Rome,43.2128,-75.4557,19.4,73,90,14.97,US,1612747906
481,Leshukonskoye,64.8989,45.7622,-22.92,86,98,7.45,RU,1612747401
482,Nuuk,64.1835,-51.7216,30.2,40,20,4.61,GL,1612747794
483,Sangar,63.9242,127.4739,-26.18,81,0,1.05,RU,1612747926
484,Liubar,49.9204,27.7592,13.08,96,100,18.84,UA,1612747926
485,Oil City,41.4339,-79.7064,10.99,72,1,4.61,US,1612747926
486,Tūkrah,32.5341,20.5791,68.41,31,100,33.89,LY,1612747926
487,Igboho,8.8333,3.75,72.28,26,46,2.48,NG,1612747926
488,Ostrovnoy,68.0531,39.5131,8.56,94,100,8.75,RU,1612747408
489,Forsytheganj,52.6333,29.7333,3.56,92,48,6.78,BY,1612747927
490,Balsas,-7.5325,-46.0356,72.81,93,100,5.3,BR,1612747927
491,Barberton,-25.7884,31.0532,71.01,94,97,1.25,ZA,1612747927
492,Pingzhuang,42.0372,119.2889,11.34,86,0,1.74,CN,1612747927
493,Hong Kong,22.2855,114.1577,69.01,82,7,1.01,HK,1612747176
494,Peleduy,59.6289,112.7406,17.37,95,100,9.53,RU,1612747927
495,Ketchikan,55.3422,-131.6461,32.0,64,1,5.75,US,1612747676
496,Nerchinskiy Zavod,51.3088,119.61,-14.67,87,13,3.8,RU,1612747927
497,‘Āhuimanu,21.4447,-157.8378,78.8,47,1,6.91,US,1612747927
498,Dongfeng,42.6403,125.5118,3.7,90,13,3.89,CN,1612747401
499,Semnan,35.5729,53.3971,47.26,75,100,2.73,IR,1612747928
500,Verāval,20.9,70.3667,68.04,32,0,11.54,IN,1612747367
501,Ol'ga,43.7444,135.2892,9.23,76,0,17.65,RU,1612747928
502,Parfen'yevo,58.484,43.4088,-21.21,85,0,8.12,RU,1612747928
503,Lorengau,-2.0226,147.2712,84.11,75,100,4.85,PG,1612747372
504,Kieta,-6.2167,155.6333,85.71,72,9,8.21,PG,1612747376
505,Ucluelet,48.9329,-125.5528,44.01,75,40,13.8,CA,1612747697
506,Pahrump,36.2083,-115.9839,63.0,19,0,1.01,US,1612747928
507,Caranavi,-15.8167,-67.55,65.82,93,50,1.79,BO,1612747928
508,Nāndgaon,20.3167,74.65,60.71,32,5,2.24,IN,1612747928
509,Charters Towers,-20.1,146.2667,85.26,62,100,6.73,AU,1612747769
510,Marabu,4.4148,114.0089,82.4,89,40,5.75,MY,1612747843
511,Mosquera,4.7059,-74.2302,55.4,100,40,2.3,CO,1612747929
512,Kinablangan,7.6947,126.5503,79.84,81,100,3.6,PH,1612747929
513,Spencer,43.1414,-95.1444,-0.4,71,90,5.75,US,1612747929
514,Tazovsky,67.4667,78.7,-6.41,91,100,16.37,RU,1612747929
515,Solnechnyy,50.7214,136.6319,3.27,88,100,0.45,RU,1612747397
516,Mahibadhoo,3.7833,72.9667,80.83,74,4,13.85,MV,1612747413
517,Kuliyapitiya,7.4688,80.0401,77.0,83,20,11.5,LK,1612747929
518,Syra,37.4423,24.9425,62.01,82,100,3.44,GR,1612747930
519,Westport,41.1415,-73.3579,28.4,86,1,6.91,US,1612747406
520,Ponta Delgada,37.7333,-25.6667,57.2,77,40,10.36,PT,1612747910
521,Chapais,49.7834,-74.8492,6.8,85,40,8.05,CA,1612747393
522,Dabakala,8.3667,-4.4333,77.76,56,18,3.89,CI,1612747930
523,Macaé,-22.3708,-41.7869,69.8,100,75,2.3,BR,1612747930
524,Banjar,-8.19,114.9675,82.4,83,40,4.61,ID,1612747382
525,Jand,33.4299,72.0193,51.94,45,80,3.13,PK,1612747930
526,Shitanjing,39.2342,106.3439,28.62,77,0,0.29,CN,1612747398
527,Colombo,6.9319,79.8478,77.0,83,20,11.5,LK,1612747931
528,Altay,47.8667,88.1167,21.0,81,38,3.74,CN,1612747931
529,Manyana,-23.4,21.7167,65.14,90,36,5.44,BW,1612747931
530,Kamiiso,41.8167,140.65,19.4,86,75,13.8,JP,1612747931
531,Stryn,61.9045,6.7226,19.0,66,0,4.0,NO,1612747931
532,Marsaxlokk,35.8419,14.5431,55.99,82,0,5.75,MT,1612747728
533,Chisec,15.8167,-90.2833,71.96,87,1,1.83,GT,1612747931
534,Normandin,48.8333,-72.5321,14.0,92,96,2.3,CA,1612747931
535,Southbridge,42.0751,-72.0334,28.0,87,96,9.8,US,1612747931
536,São José da Coroa Grande,-8.8978,-35.1478,77.76,81,100,8.1,BR,1612747932
537,Marion,39.7684,-86.1555,10.99,61,90,9.22,US,1612747766
538,San Rafael del Sur,11.8485,-86.4384,82.4,54,20,6.91,NI,1612747932
539,Ahipara,-35.1667,173.1667,72.54,59,51,9.44,NZ,1612747794
540,Turan,16.0678,108.2208,75.2,78,75,2.3,VN,1612747932
541,Gazojak,41.1875,61.4036,45.46,82,100,7.78,TM,1612747932
542,Nyurba,63.2842,118.3319,-1.21,92,99,6.06,RU,1612747932
543,Yaan,7.3833,8.5667,75.16,20,99,2.98,NG,1612747932
544,Ayagoz,47.9714,80.4392,21.65,93,89,1.68,KZ,1612747932
545,Praia,14.9215,-23.5087,68.0,68,75,19.57,CV,1612747408
546,Vila Velha,-20.3297,-40.2925,69.8,94,90,5.75,BR,1612747323
547,Ambilobe,-13.2,49.05,73.02,93,85,2.75,MG,1612747891
548,Cockburn Town,21.4612,-71.1419,77.0,83,20,11.5,TC,1612747374
549,Becerril,9.7041,-73.2793,81.77,60,17,5.66,CO,1612747933
550,Beberibe,-4.1797,-38.1306,82.4,78,20,6.91,BR,1612747933
551,Raudeberg,61.9875,5.1352,21.99,58,0,7.05,NO,1612747933
552,Bonfim,3.0833,-59.95,79.43,72,40,9.33,BR,1612747933
553,Zheleznodorozhnyy,55.7503,38.0042,1.4,78,40,6.71,RU,1612747933
554,Saint-Augustin,51.226,-58.6502,18.05,92,5,10.0,CA,1612747366
555,Poum,-20.2333,164.0167,81.16,69,2,8.81,NC,1612747933
556,Kon Tum,14.35,108.0,76.68,59,0,3.96,VN,1612747933
557,Hede,33.7681,120.2517,37.69,72,100,11.81,CN,1612747371
558,Biloela,-24.4167,150.5,95.14,37,16,5.88,AU,1612747934
559,Dwārka,22.2394,68.9678,66.83,45,0,10.65,IN,1612747934
560,Waipawa,-41.4122,175.5153,69.8,68,90,21.85,NZ,1612747860
561,Voh,-20.9667,164.7,85.24,60,9,6.73,NC,1612747405
562,East Grinstead,51.1238,-0.0061,28.99,80,75,14.97,GB,1612747934
563,Nome,64.5011,-165.4064,1.99,77,1,5.01,US,1612747362
564,Kuandian,40.7286,124.7847,13.17,84,0,4.65,CN,1612747934
565,Abakaliki,6.3163,8.1169,77.0,61,99,2.3,NG,1612747934
566,Melfi,40.9965,15.6514,46.99,93,90,12.66,IT,1612747934
567,Damietta,31.4165,31.8133,59.0,88,0,4.61,EG,1612747935
568,Teya,60.3778,92.6267,13.3,92,100,11.86,RU,1612747935
569,Ishim,56.1128,69.4902,4.01,93,100,12.84,RU,1612747935
570,Qaqortoq,60.7167,-46.0333,37.4,30,100,43.73,GL,1612747397
571,Alanya,36.5438,31.9998,57.2,88,75,3.44,TR,1612747935
572,Ilulissat,69.2167,-51.1,19.4,45,0,21.85,GL,1612747371
573,Port Hawkesbury,45.6169,-61.3485,28.0,59,90,9.22,CA,1612747935
574,Gibara,21.1097,-76.1317,78.8,73,40,6.91,CU,1612747935
575,Sambava,-14.2667,50.1667,75.2,89,12,4.54,MG,1612747935
576,Lima Duarte,-21.8425,-43.7931,63.0,97,100,1.88,BR,1612747935
577,Evanton,57.6638,-4.34,32.0,86,60,5.75,GB,1612747936
578,Hervey Bay,-25.2986,152.8535,84.0,76,99,5.99,AU,1612747936
579,Cabo San Lucas,22.8909,-109.9124,68.0,60,20,4.61,MX,1612747111
580,Thung Song,8.1645,99.6804,82.99,94,20,2.3,TH,1612747936
581,Onega,63.9061,38.1404,-5.35,92,81,5.75,RU,1612747936
582,Cidreira,-30.1811,-50.2056,70.66,72,0,7.4,BR,1612747361
583,Poya,-21.35,165.15,83.88,63,25,6.24,NC,1612747937
584,Sahuaripa,29.05,-109.2333,62.78,29,0,4.85,MX,1612747937
585,Severo-Yeniseyskiy,60.3725,93.0408,11.77,95,100,12.57,RU,1612747401
586,Lipovu,44.1,23.6333,39.0,97,98,1.01,RO,1612747937
587,Nueva Gorgona,8.55,-79.8667,80.6,69,20,11.5,PA,1612747937
588,Philadelphia,39.9523,-75.1638,35.6,64,20,17.27,US,1612747177
